chembl_id,pref_name,max_phase,smiles,inchi_key_x,ID,SMILES,drug_status,chembl_smiles,inchi_key_y
CHEMBL1000,CETIRIZINE,4,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,DB00341,[O-]C(=O)COCC[NH+]1CC[NH+](CC1)C(c1ccc(cc1)Cl)c1ccccc1,APPROVED - Phase 4,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N
CHEMBL100014,AN-9,2,CCCC(=O)OCOC(=O)C(C)(C)C,GYKLFBYWXZYSOW-UHFFFAOYSA-N,DB05103,CCCC(=O)OCOC(=O)C(C)(C)C,Phase 2,CCCC(=O)OCOC(=O)C(C)(C)C,GYKLFBYWXZYSOW-UHFFFAOYSA-N
CHEMBL100116,PENTAZOCINE,4,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-UHFFFAOYSA-N,DB00652,CC(=CC[NH+]1CC[C@@]2([C@H]([C@H]1Cc1c2cc(cc1)O)C)C)C,APPROVED - Phase 4,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-UHFFFAOYSA-N
CHEMBL1002,LEVOSALBUTAMOL,4,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-LBPRGKRZSA-N,DB13139,OCc1cc(ccc1O)[C@H](C[NH2+]C(C)(C)C)O,APPROVED - Phase 4,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-LBPRGKRZSA-N
CHEMBL100259,URIDINE,3,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,DRTQHJPVMGBUCF-XVFCMESISA-N,DB02745,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O,Phase 3,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,DRTQHJPVMGBUCF-XVFCMESISA-N
CHEMBL1004,DOXYLAMINE,4,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,DB00366,C[NH+](CCOC(c1ccccn1)(c1ccccc1)C)C,APPROVED - Phase 4,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N
CHEMBL1005,REMIFENTANIL,4,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,DB00899,COC(=O)C1(CC[NH+](CC1)CCC(=O)OC)N(c1ccccc1)C(=O)CC,APPROVED - Phase 4,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
CHEMBL1006,AMIFOSTINE,4,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,DB01143,[NH3+]CCC[NH2+]CCSP(=O)([O-])[O-],APPROVED - Phase 4,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N
CHEMBL100622,HEXAMETHONIUM,2,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG-UHFFFAOYSA-N,DB08960,C[N+](CCCCCC[N+](C)(C)C)(C)C,Phase 2,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG-UHFFFAOYSA-N
CHEMBL1008,BEPRIDIL,4,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N,DB01244,CC(COCC([NH+]1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,APPROVED - Phase 4,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N
CHEMBL1009,LEVODOPA,4,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,DB01235,[O-]C(=O)[C@H](Cc1ccc(c(c1)O)O)[NH3+],APPROVED - Phase 4,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N
CHEMBL101,PHENYLBUTAZONE,4,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,DB00812,CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,APPROVED - Phase 4,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N
CHEMBL101253,VATALANIB,3,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,DB04879,Clc1ccc(cc1)Nc1nnc(c2c1cccc2)Cc1ccncc1,Phase 3,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N
CHEMBL1013,LORACARBEF ANHYDROUS,4,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,JAPHQRWPEGVNBT-UTUOFQBUSA-N,DB00447,[NH3+][C@H](c1ccccc1)C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)[O-])Cl,APPROVED - Phase 4,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,JAPHQRWPEGVNBT-UTUOFQBUSA-N
CHEMBL101309,AVASIMIBE,2,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,PTQXTEKSNBVPQJ-UHFFFAOYSA-N,DB06442,O=C(NS(=O)(=O)Oc1c(cccc1C(C)C)C(C)C)Cc1c(cc(cc1C(C)C)C(C)C)C(C)C,Phase 2,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,PTQXTEKSNBVPQJ-UHFFFAOYSA-N
CHEMBL1014,CANDESARTAN CILEXETIL,4,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,DB00796,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1[n-]nnn1)c(ccc2)C(=O)OC(OC(=O)OC1CCCCC1)C,APPROVED - Phase 4,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N
CHEMBL1014,CANDESARTAN CILEXETIL,4,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,DB13919,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1[n-]nnn1)c(ccc2)C(=O)[O-],APPROVED - Phase 4,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N
CHEMBL1017,TELMISARTAN,4,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N,DB00966,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)[O-])cc(cc2C)c1nc2c(n1C)cccc2,APPROVED - Phase 4,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N
CHEMBL1018,DIENESTROL,4,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N,DB00890,C/C=C(/C(=C/C)/c1ccc(cc1)O)\c1ccc(cc1)O,APPROVED - Phase 4,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N
CHEMBL1020,TOLMETIN,4,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N,DB00500,[O-]C(=O)Cc1ccc(n1C)C(=O)c1ccc(cc1)C,APPROVED - Phase 4,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N
CHEMBL1021,NEPAFENAC,4,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,DB06802,NC(=O)Cc1cccc(c1N)C(=O)c1ccccc1,APPROVED - Phase 4,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N
CHEMBL1021,NEPAFENAC,4,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,DB15911,[O-]C(=O)Cc1cccc(c1N)C(=O)c1ccccc1,APPROVED - Phase 4,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N
CHEMBL1023,BEXAROTENE,4,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,DB00307,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(=O)[O-])C(C)(C)CCC2(C)C,APPROVED - Phase 4,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N
CHEMBL102358,IDROCILAMIDE,2,O=C(/C=C/c1ccccc1)NCCO,OSCTXCOERRNGLW-VOTSOKGWSA-N,DB13297,OCCNC(=O)/C=C/c1ccccc1,Phase 2,O=C(/C=C/c1ccccc1)NCCO,OSCTXCOERRNGLW-VOTSOKGWSA-N
CHEMBL1024,IFOSFAMIDE,4,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,DB01181,ClCCNP1(=O)OCCCN1CCCl,APPROVED - Phase 4,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N
CHEMBL1025,ISOFLUROPHATE,4,CC(C)OP(=O)(F)OC(C)C,MUCZHBLJLSDCSD-UHFFFAOYSA-N,DB00677,CC(OP(=O)(OC(C)C)F)C,APPROVED - Phase 4,CC(C)OP(=O)(F)OC(C)C,MUCZHBLJLSDCSD-UHFFFAOYSA-N
CHEMBL1027,TIAGABINE,4,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,PBJUNZJWGZTSKL-MRXNPFEDSA-N,DB00906,[O-]C(=O)[C@@H]1CCC[NH+](C1)CCC=C(c1sccc1C)c1sccc1C,APPROVED - Phase 4,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,PBJUNZJWGZTSKL-MRXNPFEDSA-N
CHEMBL1029,MIGLUSTAT,4,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,DB00419,CCCC[NH+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O,APPROVED - Phase 4,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N
CHEMBL102970,PYRIDOXAL,3,Cc1ncc(CO)c(C=O)c1O,RADKZDMFGJYCBB-UHFFFAOYSA-N,DB00147,O=Cc1c(CO)cnc(c1O)C,Phase 3,Cc1ncc(CO)c(C=O)c1O,RADKZDMFGJYCBB-UHFFFAOYSA-N
CHEMBL103,PROGESTERONE,4,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,DB00396,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,APPROVED - Phase 4,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N
CHEMBL10316,IDAZOXAN,3,c1ccc2c(c1)OCC(C1=NCCN1)O2,HPMRFMKYPGXPEP-UHFFFAOYSA-N,DB12551,C1CNC(=[NH+]1)C1COc2c(O1)cccc2,Phase 3,c1ccc2c(c1)OCC(C1=NCCN1)O2,HPMRFMKYPGXPEP-UHFFFAOYSA-N
CHEMBL103667,DORAMAPIMOD,2,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,DB03044,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(c2c1cccc2)OCC[NH+]1CCOCC1,Phase 2,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,MVCOAUNKQVWQHZ-UHFFFAOYSA-N
CHEMBL1037,GUANADREL,4,N=C(N)NCC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-N,DB00226,NC(=[NH+]CC1COC2(O1)CCCCC2)N,APPROVED - Phase 4,N=C(N)NCC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-N
CHEMBL10372,ZOPOLRESTAT,2,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,BCSVCWVQNOXFGL-UHFFFAOYSA-N,DB08772,[O-]C(=O)Cc1nn(Cc2nc3c(s2)ccc(c3)C(F)(F)F)c(=O)c2c1cccc2,Phase 2,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,BCSVCWVQNOXFGL-UHFFFAOYSA-N
CHEMBL103735,ATIPRIMOD,2,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,SERHTTSLBVGRBY-UHFFFAOYSA-N,DB05513,CCCC1(CCC)CCC2(CC1)CC[NH+](C2)CCC[NH+](CC)CC,Phase 2,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,SERHTTSLBVGRBY-UHFFFAOYSA-N
CHEMBL104,CLOTRIMAZOLE,4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,DB00257,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,APPROVED - Phase 4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N
CHEMBL1040,CALCIFEDIOL ANHYDROUS,4,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,JWUBBDSIWDLEOM-DTOXIADCSA-N,DB00146,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,APPROVED - Phase 4,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,JWUBBDSIWDLEOM-DTOXIADCSA-N
CHEMBL10413,ZENARESTAT,2,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,SXONDGSPUVNZLO-UHFFFAOYSA-N,DB02132,Brc1ccc(c(c1)F)Cn1c(=O)c2ccc(cc2n(c1=O)CC(=O)[O-])Cl,Phase 2,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,SXONDGSPUVNZLO-UHFFFAOYSA-N
CHEMBL1042,CHOLECALCIFEROL,4,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,QYSXJUFSXHHAJI-YRZJJWOYSA-N,DB00169,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C/2=C\C=C/1\C[C@@H](O)CCC1=C)C)C,APPROVED - Phase 4,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,QYSXJUFSXHHAJI-YRZJJWOYSA-N
CHEMBL1043,DAPSONE,4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MQJKPEGWNLWLTK-UHFFFAOYSA-N,DB00250,Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,APPROVED - Phase 4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MQJKPEGWNLWLTK-UHFFFAOYSA-N
CHEMBL1046,AMINOCAPROIC ACID,4,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,DB00513,[NH3+]CCCCCC(=O)[O-],APPROVED - Phase 4,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N
CHEMBL105,MITOMYCIN,4,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N,DB00305,CO[C@@]12[C@H](COC(=O)N)C3=C(N1C[C@H]1[C@@H]2[NH2+]1)C(=O)C(=C(C3=O)N)C,APPROVED - Phase 4,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N
CHEMBL1051,LATANOPROST,4,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-CEYXHVGTSA-N,DB00654,O[C@@H](CCc1ccccc1)CC[C@H]1[C@H](O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O,APPROVED - Phase 4,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-CEYXHVGTSA-N
CHEMBL105318,ALOVUDINE,2,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,UXCAQJAQSWSNPQ-XLPZGREQSA-N,DB06198,OC[C@H]1O[C@H](C[C@@H]1F)n1cc(C)c(=O)[nH]c1=O,Phase 2,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,UXCAQJAQSWSNPQ-XLPZGREQSA-N
CHEMBL1054,TRICHLORMETHIAZIDE,4,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,LMJSLTNSBFUCMU-UHFFFAOYSA-N,DB01021,ClC(C1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)Cl,APPROVED - Phase 4,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,LMJSLTNSBFUCMU-UHFFFAOYSA-N
CHEMBL105442,CI-1040,2,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,GFMMXOIFOQCCGU-UHFFFAOYSA-N,DB12429,Ic1ccc(c(c1)Cl)Nc1c(ccc(c1F)F)C(=O)NOCC1CC1,Phase 2,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,GFMMXOIFOQCCGU-UHFFFAOYSA-N
CHEMBL1055,CHLORTHALIDONE,4,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,DB00310,O=C1NC(c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,APPROVED - Phase 4,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N
CHEMBL1057,FLUORESCEIN,4,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,DB00693,Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,APPROVED - Phase 4,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N
CHEMBL1059,PREGABALIN,4,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N,DB00230,[NH3+]C[C@H](CC(=O)[O-])CC(C)C,APPROVED - Phase 4,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N
CHEMBL106,FLUCONAZOLE,4,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,DB00196,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,APPROVED - Phase 4,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N
CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",4,O=P([O-])([O-])O.[Na+].[Na+],BNIILDVGGAEEIG-UHFFFAOYSA-L,DB14502,[O-]P(=O)(O)[O-].[Na+].[Na+],APPROVED - Phase 4,O=P([O-])([O-])O.[Na+].[Na+],BNIILDVGGAEEIG-UHFFFAOYSA-L
CHEMBL106258,AMINOREX,4,NC1=NCC(c2ccccc2)O1,SYAKTDIEAPMBAL-UHFFFAOYSA-N,DB01490,NC1=[NH+]CC(O1)c1ccccc1,APPROVED - Phase 4,NC1=NCC(c2ccccc2)O1,SYAKTDIEAPMBAL-UHFFFAOYSA-N
CHEMBL1064,SIMVASTATIN,4,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,DB00641,CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C,APPROVED - Phase 4,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N
CHEMBL1065,METHYSERGIDE,4,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N,DB00247,CCC(NC(=O)[C@H]1C[NH+](C)[C@H]2C(=C1)c1cccc3c1c(C2)cn3C)CO,APPROVED - Phase 4,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N
CHEMBL106502,ALAMIFOVIR,2,COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,VDBGPMJFHCJMOL-UHFFFAOYSA-N,DB06368,COc1ccc(cc1)Sc1nc(N)nc2c1ncn2CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F,Phase 2,COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,VDBGPMJFHCJMOL-UHFFFAOYSA-N
CHEMBL1068,OXCARBAZEPINE,4,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,DB00776,O=C1Cc2ccccc2N(c2c1cccc2)C(=O)N,APPROVED - Phase 4,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N
CHEMBL1069,VALSARTAN,4,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,ACWBQPMHZXGDFX-QFIPXVFZSA-N,DB00177,CCCCC(=O)N([C@H](C(=O)[O-])C(C)C)Cc1ccc(cc1)c1ccccc1C1=[N-]NN=N1,APPROVED - Phase 4,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,ACWBQPMHZXGDFX-QFIPXVFZSA-N
CHEMBL107,COLCHICINE,4,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,DB01394,COc1c(OC)cc2c(-c3ccc(c(=O)cc3C(CC2)NC(=O)C)OC)c1OC,APPROVED - Phase 4,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N
CHEMBL1070,NABUMETONE,4,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,DB00461,COc1ccc2c(c1)ccc(c2)CCC(=O)C,APPROVED - Phase 4,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N
CHEMBL1071,OXAPROZIN,4,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,DB00991,[O-]C(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,APPROVED - Phase 4,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N
CHEMBL1072,BUMETANIDE,4,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,DB00887,CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)C(=O)[O-],APPROVED - Phase 4,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N
CHEMBL1073,GLIPIZIDE,4,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,DB01067,Cc1ncc(nc1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,APPROVED - Phase 4,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N
