chembl_id,pref_name,max_phase,smiles,inchi_key_x,ID,SMILES,drug_status,chembl_smiles,inchi_key_y
CHEMBL3039598,FOSINOPRIL,4,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,BIDNLKIUORFRQP-XYGFDPSESA-N,DB14207,O=C(N1C[C@@H](C[C@H]1C(=O)[O-])C1CCCCC1)CP(=O)(CCCCc1ccccc1)O,APPROVED - Phase 4,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,BIDNLKIUORFRQP-XYGFDPSESA-N
CHEMBL303960,RIVENPROST,2,COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1,FBQUXLIJKPWCAO-AZIFJQEOSA-N,DB16315,COCc1cccc(c1)C[C@@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCSCCCC(=O)OC)O,Phase 2,COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1,FBQUXLIJKPWCAO-AZIFJQEOSA-N
CHEMBL3040440,VS-4718,1,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,IGUBBWJDMLCRIK-UHFFFAOYSA-N,DB15273,CNC(=O)c1ccccc1Nc1cc(ncc1C(F)(F)F)Nc1ccc(cc1OC)N1CCOCC1,Phase 1,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,IGUBBWJDMLCRIK-UHFFFAOYSA-N
CHEMBL304087,MERIMEPODIB,2,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,JBPUGFODGPKTDW-SFHVURJKSA-N,DB04862,COc1cc(ccc1c1cnco1)NC(=O)Nc1cccc(c1)CNC(=O)O[C@@H]1COCC1,Phase 2,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,JBPUGFODGPKTDW-SFHVURJKSA-N
CHEMBL304253,TOLONIDINE,2,Cc1ccc(NC2=NCCN2)c(Cl)c1,KWBTZIFLQYYPTH-UHFFFAOYSA-N,DB13429,Cc1ccc(c(c1)Cl)NC1=[NH+]CCN1,Phase 2,Cc1ccc(NC2=NCCN2)c(Cl)c1,KWBTZIFLQYYPTH-UHFFFAOYSA-N
CHEMBL304902,CLOTHIAPINE,2,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,KAAZGXDPUNNEFN-UHFFFAOYSA-N,DB13256,Clc1ccc2c(c1)C(=[NH+]c1c(S2)cccc1)N1CC[NH+](CC1)C,Phase 2,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,KAAZGXDPUNNEFN-UHFFFAOYSA-N
CHEMBL305187,IFENPRODIL,2,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,UYNVMODNBIQBMV-UHFFFAOYSA-N,DB08954,Oc1ccc(cc1)C(C([NH+]1CCC(CC1)Cc1ccccc1)C)O,Phase 2,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,UYNVMODNBIQBMV-UHFFFAOYSA-N
CHEMBL305380,BUPRANOLOL,2,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,HQIRNZOQPUAHHV-UHFFFAOYSA-N,DB08808,OC(COc1cc(C)ccc1Cl)C[NH2+]C(C)(C)C,Phase 2,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,HQIRNZOQPUAHHV-UHFFFAOYSA-N
CHEMBL305544,SAPRISARTAN,2,CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,DUEWVPTZCSAMNB-UHFFFAOYSA-N,DB01347,CCc1nc(c(n1Cc1ccc2c(c1)c(Br)c(o2)c1ccccc1NS(=O)(=O)C(F)(F)F)C(=O)N)C1CC1,Phase 2,CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,DUEWVPTZCSAMNB-UHFFFAOYSA-N
CHEMBL305660,EBASTINE,4,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N,DB11742,O=C(c1ccc(cc1)C(C)(C)C)CCC[NH+]1CCC(CC1)OC(c1ccccc1)c1ccccc1,APPROVED - Phase 4,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N
CHEMBL305666,LURTOTECAN,2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,RVFGKBWWUQOIOU-NDEPHWFRSA-N,DB12222,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cc5OCCOc5cc4c(c3Cn1c2=O)C[NH+]1CC[NH+](CC1)C,Phase 2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,RVFGKBWWUQOIOU-NDEPHWFRSA-N
CHEMBL305686,CORDYCEPIN,1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,OFEZSBMBBKLLBJ-BAJZRUMYSA-N,DB12156,OC[C@@H]1C[C@H]([C@@H](O1)n1cnc2c1ncnc2N)O,Phase 1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,OFEZSBMBBKLLBJ-BAJZRUMYSA-N
CHEMBL305906,CETYLPYRIDINIUM,3,CCCCCCCCCCCCCCCC[n+]1ccccc1,NEUSVAOJNUQRTM-UHFFFAOYSA-N,DB11073,CCCCCCCCCCCCCCCC[n+]1ccccc1,Phase 3,CCCCCCCCCCCCCCCC[n+]1ccccc1,NEUSVAOJNUQRTM-UHFFFAOYSA-N
CHEMBL306280,DIFLOMOTECAN,2,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,LFQCJSBXBZRMTN-OAQYLSRUSA-N,DB16138,CC[C@@]1(O)CC(=O)OCc2c1cc1-c3nc4cc(F)c(cc4cc3Cn1c2=O)F,Phase 2,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,LFQCJSBXBZRMTN-OAQYLSRUSA-N
CHEMBL306700,VILOXAZINE,4,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,DB09185,CCOc1ccccc1OCC1C[NH2+]CCO1,APPROVED - Phase 4,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N
CHEMBL307177,LY-295501,2,O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,VAMFSFIPDOODFH-UHFFFAOYSA-N,DB12574,O=C(NS(=O)(=O)c1ccc2c(c1)CCO2)Nc1ccc(c(c1)Cl)Cl,Phase 2,O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,VAMFSFIPDOODFH-UHFFFAOYSA-N
CHEMBL307261,ARTENIMOL,3,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,BJDCWCLMFKKGEE-ISOSDAIHSA-N,DB11638,OC1O[C@@H]2O[C@@]3(C)CC[C@@H]4[C@]2([C@H]([C@H]1C)CC[C@H]4C)OO3,Phase 3,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,BJDCWCLMFKKGEE-ISOSDAIHSA-N
CHEMBL307429,DUVOGLUSTAT,2,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,DB03206,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)O,Phase 2,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N
CHEMBL307697,SIVIFENE,2,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,YOQPCWIXYUNEET-UHFFFAOYSA-N,DB05686,Oc1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccc(cc1)O,Phase 2,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,YOQPCWIXYUNEET-UHFFFAOYSA-N
CHEMBL307739,IBOPAMINE,2,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,WDKXLLJDNUBYCY-UHFFFAOYSA-N,DB13316,C[NH2+]CCc1ccc(c(c1)OC(=O)C(C)C)OC(=O)C(C)C,Phase 2,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,WDKXLLJDNUBYCY-UHFFFAOYSA-N
CHEMBL307739,IBOPAMINE,2,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,WDKXLLJDNUBYCY-UHFFFAOYSA-N,DB13917,C[NH2+]CCc1ccc(c(c1)O)O,Phase 2,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,WDKXLLJDNUBYCY-UHFFFAOYSA-N
CHEMBL308148,SAREDUTANT,3,CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,PGKXDIMONUAMFR-AREMUKBSSA-N,DB06660,CC(=O)NC1(CC[NH+](CC1)CC[C@@H](c1ccc(c(c1)Cl)Cl)CN(C(=O)c1ccccc1)C)c1ccccc1,Phase 3,CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,PGKXDIMONUAMFR-AREMUKBSSA-N
CHEMBL3085436,VIOMYCIN,4,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,GXFAIFRPOKBQRV-GHXCTMGLSA-N,DB06827,[NH3+]CCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)NC(=[NH2+])N1)[NH3+],APPROVED - Phase 4,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,GXFAIFRPOKBQRV-GHXCTMGLSA-N
CHEMBL3085474,FRADAFIBAN,2,N=C(N)c1ccc(-c2ccc(OC[C@@H]3C[C@@H](CC(=O)O)C(=O)N3)cc2)cc1,IKZACQMAVUIGPY-HOTGVXAUSA-N,DB06472,[O-]C(=O)C[C@@H]1C[C@H](NC1=O)COc1ccc(cc1)c1ccc(cc1)C(=[NH2+])N,Phase 2,N=C(N)c1ccc(-c2ccc(OC[C@@H]3C[C@@H](CC(=O)O)C(=O)N3)cc2)cc1,IKZACQMAVUIGPY-HOTGVXAUSA-N
CHEMBL3087323,DTP-348,1,Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,AVSMSXHPIYIKIJ-UHFFFAOYSA-N,DB12741,O=N(=O)c1cnc(n1CCNS(=O)(=O)N)C,Phase 1,Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,AVSMSXHPIYIKIJ-UHFFFAOYSA-N
CHEMBL3087515,MAVOGLURANT,2,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,ZFPZEYHRWGMJCV-ZHALLVOQSA-N,DB13004,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(c1)C,Phase 2,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,ZFPZEYHRWGMJCV-ZHALLVOQSA-N
CHEMBL308954,ETRAVIRINE,4,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,PYGWGZALEOIKDF-UHFFFAOYSA-N,DB06414,N#Cc1ccc(cc1)Nc1nc(N)c(c(n1)Oc1c(C)cc(cc1C)C#N)Br,APPROVED - Phase 4,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,PYGWGZALEOIKDF-UHFFFAOYSA-N
CHEMBL3092562,PF-05180999,1,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,CLGCHUKGBICQTE-UHFFFAOYSA-N,DB14885,Cn1ncc(c1c1ccc(cn1)C(F)(F)F)c1nc(n2c1c(ncn2)N1CCC1)C,Phase 1,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,CLGCHUKGBICQTE-UHFFFAOYSA-N
CHEMBL3092650,GSK239512,2,O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,YFRBKEVUUCQYOW-UHFFFAOYSA-N,DB15120,O=C1CCCN1c1ccc(nc1)Oc1ccc2c(c1)CC[NH+](CC2)C1CCC1,Phase 2,O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,YFRBKEVUUCQYOW-UHFFFAOYSA-N
CHEMBL3092995,JNJ-26489112,2,NS(=O)(=O)NC[C@H]1COc2cc(Cl)ccc2O1,KXSAIQPPGSSNKX-ZETCQYMHSA-N,DB15203,Clc1ccc2c(c1)OC[C@@H](O2)CNS(=O)(=O)N,Phase 2,NS(=O)(=O)NC[C@H]1COc2cc(Cl)ccc2O1,KXSAIQPPGSSNKX-ZETCQYMHSA-N
CHEMBL3098771,UAB-30,1,CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2ccccc21,PPGNMFUMZSAZCW-VOYUZAMQSA-N,DB12316,C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C=C/1\CCCc2c1cccc2,Phase 1,CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2ccccc21,PPGNMFUMZSAZCW-VOYUZAMQSA-N
CHEMBL3099551,CMX-2043,2,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)CCCC[C@@H]1CCSS1)C(=O)O,MQXRTCVZPIHBLD-TUAOUCFPSA-N,DB12795,O=C(N[C@H](C(=O)N[C@H](C(=O)[O-])C)CCC(=O)[O-])CCCC[C@H]1SSCC1,Phase 2,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)CCCC[C@@H]1CCSS1)C(=O)O,MQXRTCVZPIHBLD-TUAOUCFPSA-N
CHEMBL3099695,OSILODROSTAT,4,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,USUZGMWDZDXMDG-CYBMUJFWSA-N,DB11837,N#Cc1ccc(c(c1)F)[C@H]1CCc2n1cnc2,APPROVED - Phase 4,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,USUZGMWDZDXMDG-CYBMUJFWSA-N
CHEMBL31,GATIFLOXACIN,4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,DB01044,COc1c(N2CC[NH2+]C(C2)C)c(F)cc2c1n(cc(c2=O)C(=O)[O-])C1CC1,APPROVED - Phase 4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N
CHEMBL310671,SACCHARIN,3,O=C1NS(=O)(=O)c2ccccc21,CVHZOJJKTDOEJC-UHFFFAOYSA-N,DB12418,O=C1NS(=O)(=O)c2c1cccc2,Phase 3,O=C1NS(=O)(=O)c2ccccc21,CVHZOJJKTDOEJC-UHFFFAOYSA-N
CHEMBL3109802,TBA-7371,2,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,VDRYGTNDKXIPSK-UHFFFAOYSA-N,DB16243,OCCNC(=O)c1cn(c2c1ncc(c2)C)Cc1ncnc(c1C)OC,Phase 2,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,VDRYGTNDKXIPSK-UHFFFAOYSA-N
CHEMBL3112741,RELEBACTAM ANHYDROUS,4,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,SMOBCLHAZXOKDQ-ZJUUUORDSA-N,DB12377,O=C([C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-])NC1CC[NH2+]CC1,APPROVED - Phase 4,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,SMOBCLHAZXOKDQ-ZJUUUORDSA-N
CHEMBL311300,PELDESINE,2,Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,DOHVAKFYAHLCJP-UHFFFAOYSA-N,DB02568,Nc1nc(=O)c2c([nH]1)c(c[nH]2)Cc1cccnc1,Phase 2,Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,DOHVAKFYAHLCJP-UHFFFAOYSA-N
CHEMBL311350,PIROMIDIC ACID,2,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,RCIMBBZXSXFZBV-UHFFFAOYSA-N,DB13744,CCn1cc(C(=O)[O-])c(=O)c2c1nc(nc2)N1CCCC1,Phase 2,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,RCIMBBZXSXFZBV-UHFFFAOYSA-N
CHEMBL3113734,UK-500001,2,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,OHIUQAZROSYCMC-CALCHBBNSA-N,DB12837,Fc1cnc(c(c1)C(=O)N[C@@H]1CC[C@@H](CC1)NC(=O)c1cc(C)ccc1O)Oc1ccc(c(c1)F)F,Phase 2,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,OHIUQAZROSYCMC-CALCHBBNSA-N
CHEMBL3113974,TRANIMILAST,2,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,VCFBPAOSTLMYIV-SANMLTNESA-N,DB12800,[O-][n+]1cc(Cl)c(c(c1)Cl)C[C@@H](c1ccc(c(c1)OCC1CC1)OC(F)F)OC(=O)c1ccc(c(c1)OCC1CC1)NS(=O)(=O)C,Phase 2,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,VCFBPAOSTLMYIV-SANMLTNESA-N
CHEMBL311498,CIANIDANOL,4,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N,DB14086,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,APPROVED - Phase 4,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N
CHEMBL3120215,OSI-027,2,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,JROFGZPOBKIAEW-HAQNSBGRSA-N,DB12387,COc1cccc2c1[nH]c(c2)c1nc(n2c1c(N)ncn2)[C@@H]1CC[C@H](CC1)C(=O)[O-],Phase 2,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,JROFGZPOBKIAEW-HAQNSBGRSA-N
CHEMBL312040,ETONITAZENE,2,CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,PXDBZSCGSQSKST-UHFFFAOYSA-N,DB01462,CCOc1ccc(cc1)Cc1nc2c(n1CC[NH+](CC)CC)ccc(c2)[N+](=O)[O-],Phase 2,CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,PXDBZSCGSQSKST-UHFFFAOYSA-N
CHEMBL3120793,GS-6620,1,CC(C)OC(=O)[C@H](C)N[P@+]([O-])(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1,YAAQYJCOIFNMKX-RSTNYOGXSA-N,DB15222,N#C[C@]1(O[C@@H]([C@H]([C@@]1(C)O)OC(=O)C(C)C)CO[P@@](=O)(N[C@H](C(=O)OC(C)C)C)Oc1ccccc1)c1ccc2n1ncnc2N,Phase 1,CC(C)OC(=O)[C@H](C)N[P@+]([O-])(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1,YAAQYJCOIFNMKX-RSTNYOGXSA-N
CHEMBL3121539,RADALBUVIR,2,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,MUICUPWICXUNRS-GDCCIXDYSA-N,DB12065,CC1=CC[C@@H](CC1)C(=O)N(c1cc(sc1C(=O)[O-])C#CC(C)(C)C)[C@@H]1CC[C@@](CC1)(O)CO[C@@H]1COCC1,Phase 2,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,MUICUPWICXUNRS-GDCCIXDYSA-N
CHEMBL3121849,RAVIDASVIR,2,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)c[nH]1)C(C)C,LCHMHYPWGWYXEL-ZYADHFCISA-N,DB15652,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1[nH]cc(n1)c1ccc2c(c1)ccc(c2)c1ccc2c(c1)nc([nH]2)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)OC)C(C)C,Phase 2,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)c[nH]1)C(C)C,LCHMHYPWGWYXEL-ZYADHFCISA-N
CHEMBL312443,GABOXADOL,3,Oc1noc2c1CCNC2,ZXRVKCBLGJOCEE-UHFFFAOYSA-N,DB06554,O=c1[nH]oc2c1CC[NH2+]C2,Phase 3,Oc1noc2c1CCNC2,ZXRVKCBLGJOCEE-UHFFFAOYSA-N
CHEMBL312448,XYLOMETAZOLINE,3,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,HUCJFAOMUPXHDK-UHFFFAOYSA-N,DB06694,Cc1cc(cc(c1CC1=[NH+]CCN1)C)C(C)(C)C,Phase 3,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,HUCJFAOMUPXHDK-UHFFFAOYSA-N
CHEMBL3125702,NAVTEMADLIN,3,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,DB15299,[O-]C(=O)C[C@@]1(C)C[C@H](c2cccc(c2)Cl)[C@H](N(C1=O)[C@@H](C(C)C)CS(=O)(=O)C(C)C)c1ccc(cc1)Cl,Phase 3,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N
CHEMBL3126004,FOSGEMCITABINE PALABENAMIDE,3,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,NHTKGYOMICWFQZ-KKQYNPQSSA-N,DB15057,O=C([C@@H](NP(=O)(Oc1ccccc1)OC[C@H]1O[C@H](C([C@@H]1O)(F)F)n1ccc(nc1=O)N)C)OCc1ccccc1,Phase 3,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,NHTKGYOMICWFQZ-KKQYNPQSSA-N
CHEMBL3126832,OBP-801,1,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,XFLBOEMFLGLWFF-HDXRNPEWSA-N,DB12279,O=C1O[C@@H]2/C=C/CCSSC[C@H](C(=O)N[C@@H]([C@H](C1)O)C(C)C)NC(=O)[C@H](NC(=O)C2)C,Phase 1,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,XFLBOEMFLGLWFF-HDXRNPEWSA-N
CHEMBL3127326,OMBITASVIR,4,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,PIDFDZJZLOTZTM-KHVQSSSXSA-N,DB09296,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(cc1)[C@@H]1CC[C@H](N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)OC)C(C)C,APPROVED - Phase 4,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,PIDFDZJZLOTZTM-KHVQSSSXSA-N
CHEMBL3128043,PF-03758309,1,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,AYCPARAPKDAOEN-LJQANCHMSA-N,DB11775,C[NH+](C[C@H](c1ccccc1)NC(=O)N1Cc2c(C1(C)C)[nH]nc2Nc1nc(C)nc2c1scc2)C,Phase 1,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,AYCPARAPKDAOEN-LJQANCHMSA-N
