ligand_id,smiles,no_2og_binary,no_2og_pred_value,no_2og_ligand_iptm
P4H6__Molport-007-726-521,CN1CCN(CCCNC(=O)c2sc3nc4CCCCCn4c(=O)c3c2C)CC1,0.792095304,-0.581375122,0.948403895
P4H6__Molport-044-706-379,Cc1[nH]nc(CCC(=O)NCc2ccc3OCCCOc3c2)c1C,0.791411519,-0.412830353,0.935253501
P4H6__Molport-051-627-338,CCN1C(=O)N(CC(C)C)C2(CCN(CC2)C(=O)c2ncc(F)cc2F)C1=O,0.790679336,-0.606509686,0.962909222
P4H6__Molport-027-718-654,Cc1cc2OC(=O)CC(c3coc4ccccc4c3=O)c2c(=O)[nH]1,0.790210664,-0.843540668,0.906129897
P4H6__Molport-002-640-664,Oc1ccc2C(=O)\C(Oc2c1CN1CCOCC1)=C\c1cccnc1,0.789893389,-0.407285213,0.979732394
P4H6__Molport-002-558-058,Cc1cccc(\C=N\NC(=O)c2ccc3OCCOc3c2)c1O,0.789523959,-0.731123686,0.962693334
P4H6__Molport-047-948-299,CCCCn1ccn(-c2ccc3OCCOc3c2)c(=O)c1=O,0.789257765,-0.203644753,0.961185813
P4H6__Molport-029-883-776,COCc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccccc1,0.789078414,-0.49648881,0.966621041
P4H6__Molport-001-556-016,CCCCOc1ccc(cc1)C(=O)NNC(=O)C1C2CCC(C2)C1C(O)=O,0.788893163,0.715324402,0.93745786
P4H6__Molport-051-743-800,Cc1ccc(nn1)N1C[C@@H]2[C@H](CNC(=O)c3ccc4OCOc4c3)[C@H]3CC[C@]2(C1)O3,0.788565993,-0.475797176,0.901901662
P4H6__Molport-051-709-128,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)C1CC2CC1C1OC21,0.788530529,0.175216198,0.977004707
P4H6__Molport-047-934-455,Cc1cc(C)n(n1)-c1cc(ncn1)N1CC2CN(CC2C1)C(=O)NC1CCCC1,0.788525105,-0.842123747,0.95707804
P4H6__Molport-028-604-807,Cc1ccc(N2CCN(CC2)C(=O)CN2C(O)=NC3(CCCC3)C2=O)c(C)c1,0.788516521,-0.409537792,0.970449626
P4H6__Molport-030-041-973,Cn1c(Cc2ccc3OCCCOc3c2)nnc1SCC(O)=O,0.788283408,0.481672049,0.981393278
P4H6__Molport-044-725-914,C[C@]12[C@@H](CC[C@@]1(O)[C@H]1CC[C@H]3C[C@H](O)CC[C@@]3(C)[C@@H]1C(=O)[C@H]2O)c1ccc(=O)oc1,0.787968874,-0.866295099,0.96953398
P4H6__Molport-035-941-544,Oc1cccc(CC(=O)c2cc(O)ccc2O)c1,0.786986828,-0.083309174,0.957978845
P4H6__Molport-000-073-571,O=C(CCC(=O)N(CC1CCCO1)CC(=O)NCc1ccc2OCOc2c1)Nc1nccs1,0.78650713,-1.123318195,0.970816135
P4H6__Molport-016-698-698,CC1(C)Oc2ccc(cc2N(CC(=O)NC2CC2)C1=O)C(=O)c1ccco1,0.78639549,-0.118054867,0.984870493
P4H6__Molport-028-607-607,O=C(Nc1nccs1)C1C2OC3(CN(CCc4ccccc4)C(=O)C13)C=C2,0.785963416,-0.721364498,0.933534324
P4H6__Molport-035-701-052,CCOC(=O)c1c[nH]c(=O)c(C(CC(O)=O)c2cc(OC)c3OCCOc3c2)c1O,0.785716891,-0.62182951,0.947718561
P4H6__Molport-028-855-766,COc1ccc(cc1)C(CC(=O)N1CCOCC1)c1oc(C)cc(=O)c1O,0.785528779,-1.024830341,0.955872774
P4H6__Molport-000-649-272,CCOc1cc(\C=C2/SC(=S)N(C(CC(O)=O)C(O)=O)C2=O)ccc1O,0.785206437,-1.182420254,0.967900038
P4H6__Molport-027-814-713,CCC(CO)NC(=O)c1cnc(nc1O)C12CC3CC(CC(C3)C1)C2,0.785185575,0.623571634,0.973422766
P4H6__Molport-046-953-938,CN(C)c1cc(CN(C)S(=O)(=O)c2ccc3OCCOc3c2)nc(n1)C1CCCN1,0.785136104,-0.154889584,0.96447885
P4H6__Molport-002-742-672,O=C(CSc1nnnn1-c1cccnc1)Nc1ccc2OCCOc2c1,0.784542739,-0.859903097,0.948072851
P4H6__Molport-051-753-443,Cc1ccc(nc1)N1CCC2(CC1)OCC[C@](C)(NC(=O)c1ccccn1)[C@H]2O,0.784542143,0.088194132,0.874428928
P4H6__Molport-049-202-385,CC(COC(C)=O)C1=C(O)C(=O)C2=C(C(O)C(O)C3C(C)(C)CCCC23C)C1=O,0.784521282,-0.48103857,0.947725654
P4H6__Molport-016-609-747,CC(=O)c1[nH]c(C)c(C(=O)NC2CN3CCC2CC3)c1C,0.784469485,0.574612141,0.979972422
P4H6__Molport-038-425-751,COc1cc2OCCOc2cc1CNC(=O)c1ncc(F)cc1F,0.784382463,-0.401425123,0.964402854
P4H6__Molport-004-969-764,[O-][N+](=O)c1ccc(\C=N\NC(=O)c2ccc3OCCOc3c2)o1,0.784005642,-0.34447217,0.961660147
P4H6__Molport-010-854-530,CC(Sc1nnc(-c2ccc3OCCCOc3c2)n1C)C(O)=O,0.783434153,0.331972837,0.962084413
P4H6__Molport-002-597-951,Cc1ccc(cc1N1C(=O)[C@H]2[C@@H]3C=CC=NN3[C@H]([C@H]2C1=O)C(=O)C(C)(C)C)[N+]([O-])=O,0.783014178,-0.693113327,0.969771206
P4H6__Molport-002-520-045,Cc1c(CC(=O)NCC(=O)NCC(O)=O)c(=O)oc2cc3oc4CCCCc4c3cc12,0.78149724,-0.086820602,0.937230945
P4H6__Molport-001-556-014,CC(C)(C)c1ccc(cc1)C(=O)NNC(=O)C1C2CCC(C2)C1C(O)=O,0.78117919,0.216718674,0.970395088
P4H6__Molport-047-733-668,O=C(NC[C@@H]1[C@H]2CC[C@]3(CN(C[C@H]13)C(=O)C1CCCCCC1)O2)c1ccon1,0.780866146,0.044590712,0.947271049
P4H6__Molport-005-309-025,OC(=O)CSc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,0.780455053,0.025504827,0.982581079
P4H6__Molport-038-396-912,Cc1ocnc1C(=O)N[C@H]1[C@@H]2CCO[C@@H]2[C@@H]1C1CCCC1,0.780409217,-0.797887564,0.954654455
P4H6__Molport-001-556-013,CC(C)(C)c1ccc(cc1)C(=O)NNC(=O)C1C2CC(C=C2)C1C(O)=O,0.779995322,-0.263000488,0.974393845
P4H6__Molport-006-318-181,Oc1cc(O)c(C(=O)COc2ccc3OCCOc3c2)c(O)c1,0.779952824,-0.849359989,0.9506495
P4H6__Molport-047-235-206,CC(C)NC(=O)N1CCCC2(C1)COCCN(C2)c1ccc(C)nn1,0.779654562,-0.588970184,0.850245535
P4H6__Molport-002-357-027,OC(=O)CCN1C(=S)S\C(=C/c2ccc(O)c(O)c2)C1=O,0.779479504,-0.099671125,0.972068369
P4H6__Molport-008-286-383,CC(NC(=O)Cc1ccc2OCOc2c1)c1cc(O)n2nc(cc2n1)C1CCOCC1,0.77789098,-0.647981882,0.951751709
P4H6__Molport-002-520-625,Cc1c(CC(=O)NCC(=O)NCC(O)=O)c(=O)oc2c(C)c3oc4CCCCc4c3cc12,0.777257502,-0.616777658,0.895708382
P4H6__Molport-028-598-482,Fc1ccc2OCC(=O)N(Cc3noc(n3)C3CCCO3)c2c1,0.776910305,-0.291402102,0.952435255
P4H6__Molport-051-625-825,CC(C)c1ccc(C(=O)NC[C@H]2[C@@H]3CNC[C@@H](C3)[C@@H]3CCCC(=O)N23)c(O)n1,0.776873469,-0.469438791,0.984122515
P4H6__Molport-027-869-748,Cc1cnc(CN2CC3(CCCN(C3)C(=O)c3cscn3)CCC2=O)cn1,0.776784897,-0.262316942,0.96987319
P4H6__Molport-000-265-201,Clc1ccc(cn1)S(=O)(=O)Nc1ccc2OCCOc2c1,0.776026726,-0.515678883,0.9791587
P4H6__Molport-000-712-132,Oc1ccc(cc1)C(=O)c1ccc(O)cc1O,0.775832176,0.04701519,0.955124795
P4H6__Molport-001-573-726,CC(Oc1cc(C)cc(C)c1)C(=O)NNC(=O)C1C2CCC(C2)C1C(O)=O,0.775598168,0.880716681,0.947356284
P4H6__Molport-047-285-857,CN(C)CCN1C(=O)CCC11CCCN(CC1)C(=O)c1ccc[nH]1,0.775449276,0.2395401,0.963332295
P4H6__Molport-002-686-710,Oc1ccc(\C=N\NC(=O)c2ccc3OCCOc3c2)c(O)c1,0.775349021,-0.786441088,0.966330767
P4H6__Molport-051-532-147,O=C(N1CCC2(C1)Cn1c(CO2)nn(CCC2CCCCC2)c1=O)c1ccon1,0.775017142,-0.969317675,0.94374913
P4H6__Molport-051-637-802,CCOCC(=O)N1C[C@@H]2CN(C[C@]2(CCc2ccccc2)C1)C(=O)c1cocn1,0.775011539,-0.33686161,0.940574467
P4H6__Molport-001-553-835,CC(C)(C)c1ccc(OCC(=O)NNC(=O)C2C3CC(C=C3)C2C(O)=O)cc1,0.774755716,0.474145889,0.95292908
P4H6__Molport-001-506-103,CC(=O)Oc1ccc2nc(oc(=O)c2c1)-c1ccco1,0.774701416,0.197899103,0.983733118
P4H6__Molport-007-550-567,OC(=O)CCCC(=O)c1ccc2OCCOCCOCCOCCOc2c1,0.774689794,0.392817497,0.969351292
P4H6__Molport-047-152-586,COc1cc(ccc1O)C1Oc2cc(O)cc(O)c2C(=O)C1=O,0.774528265,-0.768326044,0.971177816
P4H6__Molport-021-772-937,CCCN(C)Cc1cc2CN(CCCn2n1)C(=O)CCc1n[nH]c(C)c1C,0.77419126,-0.377365828,0.941753745
P4H6__Molport-001-914-433,O=C(NNC(=S)NC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,0.77409029,0.124306202,0.979097366
P4H6__Molport-051-715-872,O[C@@H]1CCN(C[C@@H]1C(=O)N1CCC2(CCc3ccccc23)CC1)C(=O)c1cnc[nH]1,0.77404201,-0.516803265,0.960089982
P4H6__Molport-002-139-665,Oc1ccc(cc1\C=N\NC(=O)C1COc2ccccc2O1)[N+]([O-])=O,0.773698449,-1.243420124,0.975427926
P4H6__Molport-020-288-603,CNc1nc(nc2CN(CCc12)C(=O)c1ccccn1)C1CCN(C)CC1,0.773310721,0.158617973,0.92300415
P4H6__Molport-002-678-292,OC(=O)CCN1C(=S)S\C(=C\c2cc3cc4OCCOc4cc3[nH]c2=O)C1=O,0.773273826,-0.34505558,0.964797616
P4H6__Molport-027-877-044,O=C(CCCn1ccnc1)N1CCC2(CC1)CCC(=O)N(Cc1ccccn1)C2,0.772900224,-0.081451178,0.9429757
P4H6__Molport-047-306-783,CCN1CCC11CCN(CC1)C(=O)c1ccc[nH]1,0.772579849,0.204837084,0.967854381
P4H6__Molport-051-915-260,O=C1NCCc2c(NCC3CCCCO3)nc(Cc3ccc4OCOc4c3)nc12,0.772282779,-0.819059134,0.973663092
P4H6__Molport-000-142-033,OC(=O)CCC(=O)c1ccc2OCCOc2c1,0.771937907,1.309515834,0.972445071
P4H6__Molport-002-467-061,OC(=O)c1ccc(NS(=O)(=O)c2ccc3OCCCOc3c2)cc1,0.771915913,0.424942017,0.960088313
P4H6__Molport-002-535-029,Cc1c(CC(=O)NCC(=O)NCC(O)=O)c(=O)oc2cc3OC4(CCCCC4)CCc3cc12,0.77183044,-1.192861557,0.959810734
P4H6__Molport-046-068-247,COc1ccc(cc1)C(CC(=O)NCCCN1CCN(C)CC1)c1oc(C)cc(=O)c1O,0.771505833,-0.371762276,0.950163424
P4H6__Molport-005-511-714,CC1CCC2(CC1)NC(=O)N(CC(=O)Nc1nccs1)C2=O,0.771458745,-0.836584091,0.973813355
P4H6__Molport-000-155-232,OC(=O)CCCC(=O)c1ccc2OCCOc2c1,0.77084595,0.985442042,0.985355496
P4H6__Molport-000-073-504,O=C(CCC(=O)N(CC(=O)NCC1CCCO1)c1ccc2OCCOc2c1)Nc1nccs1,0.770793617,-1.480528831,0.946704209
P4H6__Molport-023-251-143,COCCN1CC2(CCCN(C2)C(=O)c2ccc[nH]2)CCC1=O,0.770784557,0.216942787,0.931636035
P4H6__Molport-047-393-096,CCCCN1CCOC2(CCN(CC2)C(=O)c2ncc(F)cc2F)CC1=O,0.770640492,-0.304596901,0.950412452
P4H6__Molport-029-883-548,COCc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccsc1,0.770492911,-1.635958672,0.945617199
P4H6__Molport-002-994-393,COc1ccc(-c2ccc(\C=N\NC(=O)CC3(C)OCCO3)o2)c(c1)[N+]([O-])=O,0.770252109,0.313213587,0.939121425
P4H6__Molport-002-162-649,Oc1ccc(cc1\C=N\N1C(=O)C2C(C3CCC2C=C3)C1=O)[N+]([O-])=O,0.76990819,-1.468701839,0.968985856
P4H6__Molport-002-563-069,CC(C)C1C2CCCCC2=NN1C(=O)\C=C\C(O)=O,0.769421101,0.616097212,0.978700578
P4H6__Molport-039-052-281,COc1c(O)cc2C(=O)c3cc(C)c(O)c(OC)c3C(=O)c2c1O,0.769379497,-0.380013227,0.976746738
P4H6__Molport-028-856-522,Cc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccc(O)cc1,0.769360781,-1.372703552,0.938211322
P4H6__Molport-001-553-680,Cc1cc(OCC(=O)NNC(=O)C2C3CC(C=C3)C2C(O)=O)cc(C)c1Cl,0.769313455,-0.072269201,0.964733005
P4H6__Molport-028-854-892,COC(=O)CC(c1coc2ccccc2c1=O)c1oc(C)cc(=O)c1O,0.769171596,-0.931760788,0.944856882
P4H6__Molport-002-532-994,Cc1c(CC(=O)NCc2ccc3OCOc3c2)c(=O)oc2c(O)c(O)ccc12,0.768925309,-1.991730213,0.968295991
P4H6__Molport-027-844-637,OC(=O)c1ccc2nc3C(O)=C(O)c3nc2c1,0.768920898,-0.10346508,0.977589726
P4H6__Molport-051-886-850,Oc1c(\C=N\NC(=O)c2ccc3OCCOc3c2)cccc1[N+]([O-])=O,0.768782854,-1.184864521,0.962526679
P4H6__Molport-047-948-115,CC(C)CCn1ccn(-c2ccc3OCCOc3c2)c(=O)c1=O,0.768729746,-0.243937492,0.958713233
P4H6__Molport-021-778-511,Cc1ccn(n1)-c1cc(ncn1)N1CCN(CC1)C(=O)Nc1ccc2OCCOc2c1,0.768201649,-1.096486092,0.957265258
P4H6__Molport-039-216-584,Cc1cc2OCCOc2cc1NC(=O)N1CCN(CC1)C(=O)c1ccc[nH]1,0.767004967,-0.988414764,0.97801137
P4H6__Molport-002-144-730,CC1(C)Oc2ccc3ccc(=O)oc3c2\C(=N/O)C1=O,0.767003059,-0.560301781,0.97029227
P4H6__Molport-001-739-588,Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12,0.766937315,0.085820913,0.985473573
P4H6__Molport-029-884-504,COCc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccc2ncccc2c1,0.766891599,-0.514508247,0.96786505
P4H6__Molport-006-388-356,[O-][N+](=O)c1ccc(\C=N/NC(=O)c2ccc3OCOc3c2)o1,0.766482234,-0.066915989,0.959685743
P4H6__Molport-028-855-055,COCc1cc(=O)c(O)c(o1)C(CC(=O)OC)c1ccco1,0.765964866,-1.070675611,0.965647101
P4H6__Molport-028-853-104,O=C(Cc1ccc2OCCCOc2c1)Nc1n[nH]c(n1)C1CCCO1,0.76592803,-0.28161931,0.969349563
P4H6__Molport-000-459-270,Cn1c(SCC(=O)Nc2ccc3OCCOc3c2)nnc1-c1cccnc1,0.765814543,-0.701415062,0.978678644
P4H6__Molport-002-112-180,OC(=O)c1ccc(\C=N\NC(=O)C2COc3ccccc3O2)cc1,0.765442967,0.220856667,0.963388622
P4H6__Molport-047-581-993,COc1cc(O)c(C(=O)c2ccc(O)cc2)c(O)c1,0.765316486,0.783249617,0.974768817
P4H6__Molport-002-559-154,OC(=O)c1ccc(\C=N\NC(=O)c2ccc3OCCOc3c2)cc1,0.765252471,0.330675125,0.962189853
P4H6__Molport-047-067-323,Clc1cccc(OCC2(CC(=O)N3CCOCC3)CN(CCO2)C(=O)c2cscn2)c1,0.765097439,-0.921574593,0.939396322
P4H6__Molport-027-844-437,CC1Oc2ccccc2OC1C(=O)Nc1cc(ncn1)-n1nc(C)cc1C,0.764815807,-0.827608109,0.978660405
P4H6__Molport-002-598-313,O=C(NNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccn1,0.764737368,-0.107940197,0.966134369
P4H6__Molport-002-527-254,Cc1c(CC(=O)NCC(=O)NCC(O)=O)c(=O)oc2cc3occ(c3cc12)C(C)(C)C,0.764505565,0.158591747,0.944021344
P4H6__Molport-002-939-833,OC(=O)c1cccc(c1)-c1ccc(\C=C(/C#N)C(=O)N2CCOCC2)o1,0.764271021,-0.198350906,0.96434015
P4H6__Molport-000-500-759,OC(=O)CCN1C(=S)S\C(=C\c2ccc(O)c(O)c2)C1=O,0.764150262,-0.175588846,0.972679555
P4H6__Molport-051-452-045,O[C@H]1CC[C@@H](CC1)N1CCCC2(CCCN2C(=O)c2cscn2)C1=O,0.763761878,-0.428497314,0.923362732
P4H6__Molport-004-831-350,C\C(CC(=O)Nc1ccc2OCCOc2c1)=N/NC(=O)c1ccncc1,0.763508499,-0.425648689,0.969225705
P4H6__Molport-002-186-124,Oc1ccc(cc1C=NN1C(=O)C2C(C3C=CC2C2CC32)C1=O)[N+]([O-])=O,0.763482809,-1.499522209,0.964224279
P4H6__Molport-047-730-485,CCCCN1CC2(CCN(CC2)C(=O)c2ncc(F)cc2F)OCCC1=O,0.763356328,-0.180630207,0.960613608
P4H6__Molport-000-073-547,O=C(CCC(=O)N(CC1CCCO1)CC(=O)NCc1ccco1)Nc1nccs1,0.762409925,-0.445029259,0.948364317
P4H6__Molport-051-531-550,Cc1ccc(nn1)N1CC[C@H](O)[C@@]2(CCCN(C2)C(=O)c2cccc3OCCOc23)C1,0.76233995,-0.593168259,0.920041978
P4H6__Molport-004-896-686,Cc1nsc(NC(=O)C2COc3ccccc3O2)n1,0.76225096,0.428892851,0.984551549
P4H6__Molport-028-855-905,Cc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1cccc(O)c1,0.762119293,-1.088572502,0.963583648
P4H6__Molport-027-866-722,CC(O)C(=O)N1CCC2(CN(Cc3cc(F)cc(F)c3)C(=O)C2)CC1,0.761977077,0.184084892,0.968557715
P4H6__Molport-046-832-270,Oc1ccc2C(=O)C(=O)C(Oc2c1)c1ccc(O)c(O)c1,0.761646867,-0.863814592,0.984666824
P4H6__Molport-002-678-737,OC(=O)CCCN1C(=S)S\C(=C\c2cc3cc4OCCOc4cc3[nH]c2=O)C1=O,0.760720313,-0.61313343,0.966087878
P4H6__Molport-000-557-977,Oc1ccc(C(=O)c2ccccc2)c(O)c1O,0.760597765,-0.357655764,0.949608505
P4H6__Molport-004-171-219,CN1C(=O)N(CC(=O)Nc2nccs2)C(=O)C11CCCCC1,0.76044637,-0.371202707,0.960749865
P4H6__Molport-005-944-005,COC(\C=C\c1c(O)cc2cc(C)oc(=O)c2c1O)C(O)=O,0.760267019,-0.569420815,0.966037035
P4H6__Molport-016-702-122,CC1(C)CC(NC(=O)CCCN2CCCC2=O)c2cnc(nc2C1)-c1cnccn1,0.759969711,-0.478305101,0.969476223
P4H6__Molport-005-292-590,O=C(CCn1cnc2n(ncc2c1=O)-c1ccccc1)Nc1ccc2OCCOc2c1,0.759493709,-0.388579369,0.958877265
P4H6__Molport-002-915-160,[O-][N+](=O)c1ccc(o1)-c1nnc(S)o1,0.759222388,0.431071997,0.968755841
P4H6__Molport-051-712-683,CC(=O)c1[nH]c(C)c(C(=O)N2C[C@@H]3[C@H](CNC(=O)C4CC4)[C@H]4CC[C@]3(C2)O4)c1C,0.758689523,-0.700434685,0.951538563
P4H6__Molport-028-855-382,COc1ccc(C(CC(=O)N2CCOCC2)c2oc(C)cc(=O)c2O)c(OC)c1,0.758661389,-1.140388727,0.977937043
P4H6__Molport-038-942-141,Oc1ccc(cc1)C1COc2cc(O)cc(O)c2C1=O,0.757692516,-0.244709492,0.966935396
P4H6__Molport-004-906-102,OC(=O)c1ccc(cc1O)\N=C\c1cc(ccc1O)[N+]([O-])=O,0.757424712,-0.266350746,0.970365882
P4H6__Molport-051-841-549,CC(C)c1ccc(C(=O)N2CCC3(CCC(CNC(C)=O)O3)CC2)c(O)n1,0.757386088,-0.691524982,0.950766265
P4H6__Molport-028-724-001,CCC(=O)N1CCc2[nH]cnc2C11CCN(CC1)C(=O)c1ccc[nH]1,0.757278025,-0.40882349,0.95258677
P4H6__Molport-001-005-635,O=C(NCc1cccnc1)c1ccc2OCCOc2c1,0.756727397,0.477061272,0.969240665
P4H6__Molport-030-068-723,Cc1ccc(nn1)N1CCC(CNS(=O)(=O)c2ccc3OCCOc3c2)CC1,0.756574154,-1.433467388,0.98057276
P4H6__Molport-001-795-858,CC1(C)Oc2ccc3ccc(=O)oc3c2\C(=N\O)C1=O,0.756207287,-0.562844992,0.98000598
P4H6__Molport-016-641-490,CCc1nccn1CCC(=O)N1CCC2(CC3(CO2)NC(=O)c2ccccc2N3)CC1,0.755822837,-0.231404305,0.950861394
P4H6__Molport-000-563-396,OC(=O)CCCN1C(=S)S\C(=C/c2ccc(O)c(O)c2)C1=O,0.755580068,-0.49661994,0.967123568
P4H6__Molport-002-910-367,O=C1OC2(CCCCC2)OC(=O)C1=Cc1ccoc1,0.755201697,-1.193729877,0.926456034
P4H6__Molport-001-487-424,Cc1occc1C(=O)N\N=C\c1ccc2OCOc2c1,0.754850924,-0.545675516,0.967742682
P4H6__Molport-002-329-882,OC(=O)c1ccccc1\C=N\NC(=O)C1COc2ccccc2O1,0.7542817,0.299645662,0.964838266
P4H6__Molport-038-393-987,Cn1c(Cn2cccn2)nnc1[C@H]1C[C@@H](C1)NC(=O)c1ccc2OCCOc2c1,0.753593445,-0.001440525,0.931286514
P4H6__Molport-003-163-582,COC(=O)c1ccc(COc2coc(CSc3nncn3C)cc2=O)o1,0.753541529,-0.336506605,0.92766124
P4H6__Molport-027-815-041,Cc1ccc(nn1)-c1noc(n1)-c1scc2OCCOc12,0.753221512,0.549224615,0.958380997
P4H6__Molport-001-831-555,Oc1ccc(C(=O)COc2ccccc2)c(O)c1O,0.752596796,-0.113124847,0.928444684
P4H6__Molport-039-337-902,C\C(=C1\C=CC(=O)C(=C1)C(O)=O)c1ccc(O)c(c1)C(O)=O,0.752518773,-0.44326663,0.973233521
P4H6__Molport-047-067-008,Cc1cc(OCC2(CC(=O)N3CCOCC3)CN(CCO2)C(=O)CCn2ccnc2)ccc1Cl,0.752044082,-0.575609207,0.924711525
P4H6__Molport-051-538-477,CN1CCCNC(=O)C[C@H]2CN(C[C@H]2CCc2cc3OCOc3cc2C1)C(=O)c1cccnc1,0.7518242,-0.921085358,0.975694835
P4H6__Molport-002-620-301,O=C1OC(=O)c2cc(ccc12)-c1nc2ccccc2c(=O)o1,0.751289248,0.095429182,0.989132404
P4H6__Molport-047-708-637,COCC(=O)N1CCC2(CCCN(C2)C(=O)c2cscn2)CC1,0.750793457,-0.032159567,0.968264103
P4H6__Molport-002-940-233,C\C(=N/NC(=O)c1ccncc1)c1ccc2OCCOc2c1,0.750319362,0.090210438,0.973976135
P4H6__Molport-019-806-470,Cc1ocnc1C(=O)N1CC[C@H]([C@H](O)C1)c1ccc2OCOc2c1,0.749464512,-0.453766584,0.929383934
P4H6__Molport-002-515-725,OC(=O)COc1ccc(C(=O)Cc2ccc3OCCOc3c2)c(O)c1,0.749434114,-0.425381422,0.929118454
P4H6__Molport-051-466-456,CC(C)n1nccc1-c1nc(nn1CC1COCCO1)-c1ccccn1,0.749328971,-0.255401611,0.980542004
P4H6__Molport-002-004-800,OC(=O)CSc1nnc(o1)-c1ccc2OCOc2c1,0.749076843,0.203505516,0.980236232
P4H6__Molport-000-432-397,Cc1ccc(o1)C1N(CCN2CCOCC2)C(=O)C(O)=C1C(=O)c1ccccc1,0.749022126,0.47943306,0.941239893
P4H6__Molport-051-938-203,Oc1cc(O)c(C(=O)C2Cc3cc4OCOc4cc23)c(O)c1,0.748790503,-1.147307873,0.937517166
P4H6__Molport-047-502-061,O=C(CCC1CCN(CC1)C(=O)C1NCC=C1)Nc1ccc2OCCOc2c1,0.748594046,-0.099146843,0.969536364
P4H6__Molport-002-666-474,CC1CCN2C(C1)C1(Cc3cc(ccc23)[N+]([O-])=O)C(=O)NC(=S)N(C2CC2)C1=O,0.748303354,-2.000052452,0.922467232
P4H6__Molport-003-819-922,O=C(N\N=C/C=C/c1ccco1)c1ccc2OCOc2c1,0.748257816,0.214086294,0.974469543
P4H6__Molport-027-883-426,Cn1cc(cn1)C(=O)N1CCC2(CC1)CCC(=O)N(CCc1cccnc1)C2,0.74784112,0.447143793,0.971461773
P4H6__Molport-003-803-580,CC1(C)CCc2cc(C(O)=O)c(O)c(O)c2O1,0.747480333,1.154886365,0.974360168
P4H6__Molport-000-801-111,Cc1cc(cc(\C=N/NC(=O)C2COc3ccccc3O2)c1O)[N+]([O-])=O,0.7469396,-0.673588991,0.98141247
P4H6__Molport-003-125-209,O=C(Nc1nnc(o1)-c1ccno1)c1ccc2OCOc2c1,0.746786952,-0.724680662,0.941495597
P4H6__Molport-003-139-040,Clc1ccccc1CNC(=O)Cn1ccn(-c2ccc3OCCOc3c2)c(=O)c1=O,0.746565223,-0.622425795,0.897151351
P4H6__Molport-039-142-001,O[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c1ccc(O)cc1,0.746434689,-0.672536373,0.973701477
P4H6__Molport-051-835-143,COc1cnc(cc1O)C(=O)NC[C@H]1CC[C@@H]2CCC[C@H]12,0.746311665,0.303422928,0.977606356
P4H6__Molport-000-640-494,Oc1cc(O)c(C(=O)Cc2ccc(F)cc2)c(O)c1,0.74627912,-0.275285482,0.943105519
P4H6__Molport-051-453-625,O[C@H]1CC[C@@H](CC1)N1CCCC2(CCCN2C(=O)c2ccc[nH]2)C1=O,0.746197701,-0.148011208,0.94743824
P4H6__Molport-051-743-489,O=C(NC[C@@H]1[C@H]2CC[C@]3(CN(Cc4cccc5OCOc45)C[C@H]13)O2)c1ccc[nH]1,0.746110916,-0.33599782,0.955392361
P4H6__Molport-051-504-793,CN1CCCCN(CCCCCc2cc3OCOc3cc2C1)C(=O)CO,0.746040702,-0.698702812,0.948885262
P4H6__Molport-019-907-574,CCOC(=O)CC(c1cc2OCOc2c(Cl)c1)c1oc(CO)cc(=O)c1O,0.745913088,-1.391900539,0.966698706
P4H6__Molport-007-837-633,Cc1nn(c(C)c1CCC(=O)Nc1ccc2OCCOc2c1)-c1ccc(nn1)N1CCOCC1,0.745715737,-0.910366774,0.965053558
P4H6__Molport-051-541-655,CC(=C1C=CC(=O)C(=C1)C(O)=O)c1ccc(O)c(c1)C(O)=O,0.745696604,-0.522629261,0.969323218
P4H6__Molport-000-073-503,O=C(CCC(=O)N(CC(=O)NCC1CCCO1)c1ccc2OCOc2c1)Nc1nccs1,0.745578885,-0.872086287,0.964436889
P4H6__Molport-007-834-568,O=C(C1COc2cc(ccc2O1)S(=O)(=O)NCc1cccnc1)N1CCCCC1,0.745427132,-0.818958044,0.964842677
P4H6__Molport-008-373-761,CC(C1COc2ccccc2O1)n1cnc2cccnc2c1=O,0.744980454,-0.232518673,0.96314168
P4H6__Molport-051-868-764,Cc1ccc(nn1)N1C[C@H]2CN([C@@H]([C@H]2C1)c1ccccc1)C(=O)CN1CCOCC1,0.743997216,-0.577714443,0.96909672
P4H6__Molport-047-805-123,CN(Cc1ccc2OCCOc2c1)c1nccn2c(C)nnc12,0.743928194,-0.445418835,0.975178719
P4H6__Molport-035-706-532,Cc1c(O)cc2C(=O)c3cc(O)ccc3C(=O)c2c1O,0.74372983,-0.181285858,0.97111249
